objid,myRA,SDSS_RA,myDEC,SDSS_DEC,distance,modelMag_g,modelMag_r,modelMag_i,cModelMag_g,cModelMag_r,cModelMag_i,petroMag_g,petroMag_r,petroMag_i,petroRad_g,petroRad_r,petroRad_i
1237658424075680000,125.608,125.608028,4.16325,4.163255475,0.000416637,16.69856,15.98169,15.63523,16.83643,16.13839,15.82912,16.90751,16.20419,15.89198,6.422042,6.169399,6.002719
1237658424075870000,126.1076,126.1076175,4.24768,4.247686005,0.000712653,14.52472,13.76361,13.38139,14.50061,13.76607,13.38613,14.58846,13.83965,13.44918,12.56873,12.08281,12.33956
1237658424079740000,134.9544,134.9543401,5.06086,5.060856083,0.00127015,14.95302,14.14166,13.74984,15.03993,14.1961,13.8248,15.10433,14.26097,13.90038,11.96893,12.76296,12.96309
1237658424080720000,137.1523,137.1522542,5.29078,5.290825046,0.002812785,18.15178,17.86443,17.93363,18.1671,17.67716,17.9303,18.45615,17.89671,18.38206,11.58041,12.79964,12.57842
1237658424086820000,151.0363,151.0363385,6.51048,6.510478353,0.000479979,15.49465,15.15897,15.02991,15.47902,15.10545,14.94372,15.44929,15.109,14.94034,6.558769,7.507852,8.054449
1237658424088520000,155.0581,155.0581595,6.80263,6.802505813,0.007798125,22.68994,23.50047,22.15742,22.69107,23.502,22.04709,22.99232,23.72748,22.2316,1.181851,2.969601,1.278786
1237658424090100000,158.6616,158.6616336,7.03158,7.031583232,0.000771993,17.85319,17.52179,17.31001,17.77609,17.5218,17.3403,17.83497,17.59332,17.52652,12.27227,11.26088,10.62852
1237658424093500000,166.4983,166.4982829,7.37364,7.373641626,0.000491469,17.26319,16.94603,16.7995,17.30302,16.94597,16.80605,17.29061,16.94039,16.81291,6.349851,6.461427,6.070501
1237658424098420000,177.7646,177.7646051,7.69372,7.693714559,0.000350377,17.20014,17.00229,16.96142,17.16089,16.87513,16.77221,17.26708,17.0019,16.88539,10.21262,11.05696,11.90558
1237658424098680000,178.4334,178.4333951,7.79242,7.792421661,0.000106565,16.20165,15.97819,15.92904,16.14865,15.85719,15.75003,16.18477,15.9302,15.85171,4.190093,4.836048,5.153553
1237658424620480000,143.6863,143.6863089,6.4255,6.425532945,0.00220278,15.06137,14.64989,14.45814,15.0913,14.64988,14.46343,15.11343,14.6785,14.47222,18.74874,19.86032,19.63721
1237658424622770000,148.9026,148.9026534,6.81964,6.819630488,0.000638015,17.66164,16.99475,16.73068,17.68109,17.01606,16.70773,17.7767,17.13082,16.82328,3.690877,3.669652,3.873194
1237658424624610000,153.205,153.2049565,7.1038,7.103801269,9.07E-05,16.04861,15.71795,15.51832,16.04532,15.71795,15.53863,16.0814,15.73403,15.57607,24.11692,21.98699,21.28105
1237658424625200000,154.5428,154.542808,7.14298,7.142982489,0.000505746,16.37213,15.97006,15.75567,16.26296,15.8632,15.63929,16.30489,15.90126,15.67872,9.370268,9.566367,9.955593
1237658424630500000,166.7259,166.7258607,7.78163,7.781623245,0.000987422,17.47133,17.18941,17.09984,17.4383,17.15604,17.11118,17.52863,17.2318,17.19948,13.06012,12.98087,11.77027
1237658424631160000,168.2196,168.2195825,7.92191,7.921911509,0.000410908,17.27389,16.94188,16.7859,17.2801,16.89462,16.71101,17.28846,16.89185,16.71261,7.213253,7.626088,8.778319
1237658424631160000,168.2509,168.2508871,7.86186,7.861870728,0.000667694,15.09505,14.67059,14.41529,15.07648,14.67061,14.38898,15.03222,14.634,14.36573,21.38137,20.90096,21.67382
1237658425151320000,129.9255,129.9255361,5.383506,5.383495748,0.000607691,17.37206,16.9569,16.77166,17.36899,16.85057,16.65109,17.3839,16.90963,16.69889,5.414614,5.625118,5.867813
1237658425155320000,139.046,139.0457797,6.32944,6.32941262,0.010849617,15.49491,15.02402,14.76999,15.40967,14.98428,14.71237,15.43383,15.02992,14.77024,19.72671,19.00303,18.90719
1237658425155320000,139.062,139.0617335,6.34125,6.341322724,0.018923927,17.26373,16.8908,16.77097,17.05645,16.76368,16.72389,17.28095,17.03434,17.04202,16.6115,27.92003,13.8721
1237658425157740000,144.5027,144.5027388,6.92437,6.924322302,0.002888063,17.18795,16.69594,16.40285,17.48207,17.01994,16.7004,17.7084,17.22601,16.96931,14.85667,14.79465,15.1448
1237658425157810000,144.7466,144.7466172,6.95544,6.955430661,0.000627445,13.64513,12.88049,12.42965,13.58068,12.8999,12.37462,13.50085,12.78315,12.35134,31.08106,30.49401,31.85895
1237658425158530000,146.4169,146.4168607,7.01262,7.012704295,0.005590491,17.54789,17.37031,17.31948,17.45263,17.37031,17.25957,17.57387,17.42101,17.42494,12.83422,12.02764,12.22915
1237658425158790000,146.911,146.9109977,7.01803,7.018031426,0.001952936,17.05737,16.73494,16.59889,17.01777,16.58611,16.41384,16.97734,16.57765,16.44718,7.850925,9.785597,10.56757
1237658425158860000,147.0245,147.024639,7.12911,7.128831158,0.017807795,16.49449,16.10883,15.9715,16.52026,16.10883,15.92304,16.61118,16.18222,16.12287,15.4266,16.43074,16.05885
1237658425164950000,161.1888,161.1887697,7.99881,7.998696537,0.008064187,17.23382,16.90902,16.799,17.15623,16.90903,16.86744,17.30168,16.92998,17.0144,15.0666,27.92295,12.0658
1237658425171500000,176.273,176.2730082,8.46951,8.469523471,0.001306497,13.66965,12.81428,12.35488,13.65399,12.83662,12.41028,13.44016,12.64421,12.23744,47.76471,41.64426,41.67067
1237658491183230000,128.655,128.6549875,4.47118,4.471168905,0.001328692,16.7075,16.35579,16.19174,16.60597,16.19827,15.99603,16.66261,16.28667,16.10529,4.936307,5.543103,5.739312
1237658491728560000,147.8657,147.8657167,7.26369,7.26370566,0.001089754,15.95959,15.45189,15.20229,15.9555,15.45189,15.20553,15.89995,15.42909,15.17335,10.0793,10.35812,9.933816
1237658491730590000,152.5857,152.5855078,7.75372,7.753802069,0.012917492,17.85678,17.6272,17.54968,17.90844,17.6272,17.52194,17.95522,17.66584,17.55446,9.286335,9.917845,9.565147
1237658492260510000,136.6429,136.642882,6.30381,6.303804986,0.000317931,15.1778,14.89609,14.7864,15.1852,14.89085,14.796,15.19572,14.95521,14.99616,29.48835,27.22557,25.26493
1237658492264250000,145.1284,145.1283649,7.48943,7.489431906,0.000486984,16.77667,16.57174,16.46595,16.69523,16.43472,16.29041,16.7187,16.46497,16.31999,5.09517,5.227692,5.700734
1237658492272700000,164.6565,164.6565236,9.05045,9.050451683,0.000103037,13.79109,12.97397,12.58375,13.8203,13.00458,12.62275,13.88158,13.06545,12.66607,13.8667,14.11404,14.27304
1237658492275910000,172.1001,172.1000436,9.40763,9.407623765,0.000613438,13.17379,12.33972,11.92989,13.14776,12.35498,11.93891,12.90312,12.17977,11.78511,40.41476,37.16767,35.74519
1237658492277750000,176.3576,176.3576096,9.51488,9.514882448,0.000307617,17.95436,17.71697,17.61423,17.96213,17.63787,17.54948,17.95686,17.66389,17.58659,2.879491,3.212808,3.189095
1237658492277750000,176.2778,176.2777307,9.501423,9.50135781,0.005728767,19.96613,20.04167,20.66295,20.60808,20.14832,17.84608,20.06744,19.21076,18.81828,27.92228,27.92231,1.501926
1237658492797580000,137.1001,137.100046,6.95153,6.95152265,0.001331137,16.64238,16.27444,16.10356,16.70032,16.27444,16.09929,16.82003,16.39273,16.24215,13.49032,13.88438,13.737
1237658492802430000,148.1463,148.1462933,8.19906,8.199057842,0.000499099,16.20366,15.76217,15.53307,16.17011,15.76204,15.53015,16.2284,15.82705,15.57287,9.539767,9.498582,9.486048
1237658492810950000,167.7271,167.7271786,9.621829,9.621828687,0.002144334,15.29017,15.10821,15.07135,15.19177,14.96698,14.90491,15.23135,15.04635,14.97811,8.101811,8.419009,8.727384
1237658492814680000,176.474,176.4740333,9.89978,9.899775301,0.000372245,17.32541,17.03601,16.88304,17.2053,16.88951,16.71068,17.26972,16.93788,16.75176,6.047861,6.643836,7.046538
1237658493336870000,142.543,142.5430754,7.90275,7.902751559,0.001804933,14.47651,13.63683,13.19755,14.42106,13.61893,13.24291,14.4941,13.65603,13.25458,20.4313,19.97342,19.35599
1237658493337790000,144.6678,144.6678446,8.13608,8.136079758,0.000124301,17.38478,17.18765,17.23134,17.54147,17.21198,17.2948,17.82141,17.64116,17.68622,13.59565,12.98241,12.44297
1237658493338510000,146.2455,146.2455469,8.36987,8.369759187,0.00724938,16.22673,15.77897,15.58427,16.51371,15.97579,15.77283,16.60797,16.09394,15.88017,6.215828,7.297961,7.253205
1237658493340280000,150.2895,150.2894928,8.78208,8.782073748,0.000807282,17.76799,17.36747,17.15658,17.8482,17.36749,17.13411,17.85057,17.37983,17.15283,6.627538,7.390561,7.954978
1237658493342640000,155.8193,155.8191934,9.22504,9.225118759,0.008131972,17.17969,16.84788,16.71054,17.20186,16.83503,16.7173,17.25713,16.83761,16.80247,13.97332,14.27305,13.79259
1237658493345980000,163.5001,163.5000848,9.831202,9.831202703,0.000403256,17.28188,16.97552,16.85848,17.29571,16.95947,16.82217,17.33066,16.97857,16.85887,10.8338,11.4639,11.98905
1237658493347750000,167.6051,167.6051069,10.12532,10.1253159,0.000376539,15.92479,15.64551,15.54125,15.98746,15.64551,15.54015,16.10766,15.75892,15.682,19.14779,22.38233,19.73954
1237658493348020000,168.216,168.2167217,10.20017,10.19997617,0.042240836,16.40604,16.16015,16.00631,16.25356,16.1601,16.02538,16.73248,16.23926,16.60875,30.35321,29.00998,28.96689
1237658493875710000,146.9649,146.9648619,8.83539,8.83538775,0.000748509,17.43716,17.17374,17.08953,17.31885,17.02723,16.92198,17.36852,17.0901,16.98037,3.264569,3.560313,3.60468
1237658493882660000,163.0161,163.0161163,10.14831,10.14830484,0.000777294,13.53956,12.7324,12.37484,13.52544,12.73604,12.44902,13.15027,12.35365,12.10519,62.65845,61.77343,56.83661
1237658493888430000,176.4398,176.4398393,10.8246,10.82459311,0.000508693,13.44085,12.51645,12.05195,13.34266,12.51162,12.03649,13.3223,12.43565,11.96535,16.05086,15.27885,15.71407
1237658493888490000,176.5257,176.5257495,10.87119,10.87118261,0.000648516,17.08418,16.72873,16.56789,17.24288,16.803,16.62781,17.27491,16.88874,16.71361,3.149989,3.478785,3.567325
1237659348565160000,204.0108,204.0094139,8.18472,8.186348537,0.129062379,16.99199,16.63565,16.37745,16.91116,16.63565,16.26614,17.04923,16.67108,16.40685,17.63865,16.93675,18.02308
1237660412110370000,131.8318,131.8318466,5.89793,5.897918629,0.000697091,18.11679,17.75578,17.68823,18.0801,17.75578,17.74668,18.12379,17.78757,17.81137,7.900126,7.800146,7.089816
1237660412111610000,134.6042,134.6042144,6.33504,6.335094456,0.003441173,17.35653,17.03917,16.80445,17.3175,17.03391,16.72046,17.35409,17.04201,16.76463,8.038312,7.213971,8.386077
1237660412111610000,134.7103,134.710285,6.293,6.292994504,0.000773012,13.41195,12.68115,12.3116,13.35242,12.68024,12.31388,13.05527,12.42953,12.1291,34.78076,34.78171,33.94405
1237660412113970000,140.0073,140.0072579,7.05624,7.056237615,0.000347943,16.70094,16.18743,15.95816,16.68137,16.18739,15.9426,16.69681,16.19408,16.03216,14.23122,13.99987,13.05881
1237660412115280000,143.0923,143.0923199,7.30229,7.302286587,0.001576742,17.29871,17.21179,17.17345,17.32928,17.21179,17.21713,17.4106,17.32644,17.39354,9.861105,10.33823,9.677933
1237660412649860000,137.6743,137.6743179,7.20671,7.206707882,0.000149837,14.09264,13.85174,13.69714,14.11554,13.84521,13.65378,14.0845,13.79598,13.63252,15.46267,15.87307,16.45232
1237660412652610000,144.0465,144.0465174,7.9919,7.99190466,0.000482678,17.40039,16.98831,16.77156,17.28406,16.90977,16.70611,17.40055,16.98204,16.82131,13.42322,13.07305,12.40328
1237660413183650000,130.6076,130.6075895,6.59406,6.594054702,0.000973714,17.183,16.9332,16.82734,17.22422,16.9332,16.80617,17.22663,16.93188,16.82434,5.659342,6.096076,6.195771
1237660413188440000,141.6506,141.6506278,7.95449,7.954482593,0.002349867,13.46142,12.73794,12.34376,13.45816,12.77534,12.39431,13.31479,12.68467,12.34367,33.12596,32.33295,32.33374
1237660413188830000,142.4424,142.4423782,8.04328,8.043282102,0.00031226,18.33231,17.93371,17.79955,18.44536,17.90256,17.77478,18.41549,17.90426,17.73585,7.245344,8.464183,7.967508
1237660582831060000,146.4253,146.4252582,6.86991,6.869911876,0.001166957,18.13355,17.79308,17.67624,18.18661,17.79308,17.54152,18.15484,17.75835,17.52882,5.091978,5.348949,6.196475
1237660583369040000,148.8573,148.8573384,7.66045,7.660450696,0.000431131,15.67011,15.14676,14.96387,15.72196,15.14676,14.83478,15.80275,15.28028,15.0588,2.859961,3.654442,6.196171
1237660584442260000,147.6263,147.6262776,8.36003,8.36001451,0.001487278,17.26023,16.94497,16.83121,17.21492,16.81587,16.67998,17.20521,16.85502,16.72114,4.153986,4.847473,4.770399
1237660584445800000,155.7864,155.7863641,8.97978,8.979702375,0.00473151,22.22028,21.85271,22.70309,22.25099,21.85271,22.74,22.55233,22.00861,22.9406,1.350599,1.362033,1.165294
1237660584979200000,147.6765,147.6766557,8.73156,8.731440247,0.011060345,16.6957,16.20733,15.91213,16.69449,16.20733,15.89279,16.74581,16.25067,15.94894,16.64764,16.65736,17.57955
1237660584979330000,148.0473,148.047245,8.73632,8.736320537,0.000681034,16.5897,16.25853,16.11548,16.79124,16.3709,16.1801,16.83374,16.46424,16.28691,3.762711,4.425632,4.579889
1237660584979530000,148.5025,148.5024984,8.77746,8.777435472,0.001870223,17.91784,17.54612,17.4006,17.91918,17.5158,17.42222,18.00529,17.54587,17.50094,10.34143,12.29105,10.67563
1237660584981230000,152.3729,152.3728606,9.17608,9.176078446,0.001995704,17.46107,17.10486,16.94502,17.38703,16.95581,16.75771,17.43752,17.04597,16.83841,3.598943,3.908185,4.279463
1237660585514760000,144.6436,144.6435867,8.88793,8.887924014,0.000364481,14.78338,13.97312,13.60833,14.79384,13.98466,13.67301,14.78102,13.97322,13.66508,12.39228,12.2461,11.50349
1237660585519670000,155.9661,155.9660808,9.98747,9.987471816,0.002641,16.58147,16.07876,15.81954,16.482,16.02933,15.83459,16.55671,16.10576,15.93321,12.4869,11.84402,10.81765
1237660612899110000,168.0643,168.0643001,8.628677,8.62868966,0.001189224,16.91804,16.42062,16.19777,16.71851,16.26872,16.00285,16.84638,16.44872,16.21051,15.04484,13.20823,14.09466
1237660612900740000,171.7956,171.7955757,8.731028,8.731037528,0.000971725,14.66919,14.38719,14.45681,15.02414,14.62728,14.58998,15.07124,14.7296,14.6957,11.77585,12.45184,12.91511
1237660612901860000,174.4135,174.4134428,8.86412,8.86411344,0.000665383,16.6769,16.36628,16.26802,16.61351,16.27559,16.17399,16.64408,16.33463,16.21206,6.632597,6.584975,6.781359
1237660612902120000,175.0771,175.0771084,9.00989,9.009886315,0.00059795,13.52969,12.70195,12.28254,13.45128,12.61515,12.2138,13.51491,12.73366,12.32279,21.08017,19.97488,19.81888
1237660612902120000,174.9699,174.9698402,8.87453,8.874488847,0.003373394,14.36078,13.87633,13.62733,14.35013,13.87633,13.62722,14.44771,13.95678,13.73335,27.62254,28.13982,27.80829
1237660613436040000,168.1659,168.1658723,9.05584,9.055836572,0.001269391,13.36901,12.61865,12.27536,13.44709,12.68554,12.27975,13.43493,12.67056,12.3261,27.11511,28.22389,29.40955
1237660613973630000,169.8671,169.8670837,9.59564,9.595635172,0.000783075,16.43061,16.33421,16.42472,16.84087,16.67077,16.59391,16.89532,16.73183,16.72373,12.65717,12.37918,16.08787
1237660614511230000,171.4728,171.4728868,9.98749,9.987434628,0.006424348,14.09472,13.68175,13.48616,14.34617,13.8484,13.60641,14.31956,13.87675,13.66005,12.10682,14.17541,15.13004
1237660614513000000,175.5652,175.5651558,10.22292,10.22290137,0.001426881,18.05433,17.65306,17.4999,17.90639,17.6049,17.53441,17.98117,17.66883,17.59593,9.079857,18.02194,7.416519
1237660614513320000,176.3734,176.3733538,10.20164,10.2016415,0.001700404,17.2179,16.85588,16.70082,17.14013,16.71763,16.47803,17.15993,16.72313,16.52832,5.266998,5.860993,6.246886
1237660614513590000,176.996,176.9959898,10.1405,10.14048924,0.000977158,16.52433,16.02904,15.81317,16.4303,15.96217,15.7424,16.6763,16.05971,15.95016,22.74059,26.6907,21.80526
1237660615047640000,170.4865,170.4865158,10.49872,10.49873127,0.000918621,16.92527,16.758,16.65516,16.92659,16.64159,16.4431,16.93565,16.70978,16.5428,5.308424,5.585405,5.915199
1237660615050260000,176.5515,176.551482,10.59553,10.5955291,0.00096934,14.88945,14.4653,14.26276,14.86111,14.43571,14.27315,14.9072,14.48717,14.35203,20.59607,21.75727,20.20989
1237660669278150000,148.5304,148.5304062,9.35989,9.359848991,0.002725977,16.85011,16.4848,16.26607,16.91965,16.48481,16.24575,16.94275,16.48747,16.26526,9.51274,10.67993,11.12252
1237660669278870000,150.0608,150.0611041,9.61736,9.617285985,0.016426552,18.23936,17.76762,17.59232,18.27192,17.76762,17.46793,18.28178,17.77345,17.48374,7.265417,7.911437,8.576012
1237660669283990000,161.9747,161.9746886,10.89781,10.89779972,0.001736493,15.30988,14.97373,14.94846,15.26039,14.95317,14.97059,15.57206,15.26756,15.41474,19.79035,20.70809,17.04861
1237660669284120000,162.2491,162.2491044,10.83542,10.83545074,0.002204564,15.82146,15.41473,15.16841,15.79684,15.41476,15.15767,15.88765,15.50815,15.24806,19.43075,19.03604,19.10415
1237660669807620000,131.5519,131.5519051,7.26706,7.267052462,0.000541607,16.96394,16.64056,16.51104,16.94775,16.52641,16.38053,16.94045,16.56931,16.42011,4.330608,5.049712,5.09568
1237660669812860000,143.4732,143.4731785,9.20467,9.204690856,0.001270671,17.33691,17.21625,17.05735,17.09644,17.13873,16.77924,17.23429,17.23777,16.92447,11.91423,10.81316,11.60791
1237660669813850000,145.7522,145.7520631,9.474516,9.474270502,0.017657273,19.69741,19.70671,19.70819,19.69486,19.70671,19.67595,19.796,19.83477,19.80618,2.475636,2.476501,2.492665
1237660669813850000,145.6787,145.6785418,9.45614,9.456012366,0.012588623,20.34028,20.1549,20.18943,20.34979,20.1549,20.19882,20.49754,20.33281,20.39017,1.51958,1.513238,1.495339
1237660669813910000,145.8742,145.874175,9.42077,9.420761349,0.001086424,14.83914,14.07038,13.70268,14.77901,14.08021,13.75736,14.87148,14.14137,13.83597,14.19023,13.44137,12.48497
1237660669813980000,146.0121,146.0120991,9.37421,9.374271967,0.003821986,16.52007,16.11603,15.98092,16.51755,16.11603,16.00488,16.58817,16.16349,16.19171,14.13635,14.40447,13.33549
1237660669814370000,146.977,146.9770322,9.51272,9.512711286,0.000563774,16.84355,16.33779,16.17072,17.0643,16.47338,16.30624,17.16334,16.62842,16.42995,6.191549,6.472864,6.407073
1237660669815160000,148.627,148.6269127,9.87003,9.870012249,0.002625987,18.33916,18.47651,19.53141,18.44093,18.47664,19.42369,18.26748,18.23802,19.05119,3.972857,5.56126,8.980504
1237660670348420000,140.4159,140.4158763,9.15877,9.158768974,0.000122976,17.83226,17.31823,17.0363,18.08643,17.51549,17.16822,18.15291,17.61523,17.30736,4.616822,4.536984,4.735197
1237660670349730000,143.3475,143.3475167,9.48825,9.488252753,0.001047243,16.57114,16.10127,15.88948,16.93919,16.38627,16.12336,17.07377,16.52464,16.2819,9.482533,9.936025,9.984511
1237660670349800000,143.5113,143.5113193,9.47921,9.479204542,0.001110788,14.072,13.40728,13.06381,14.13863,13.49144,13.12032,14.17297,13.54428,13.19354,23.92455,23.8603,25.09249
1237660670349930000,143.7742,143.7741751,9.6492,9.649196079,0.000650983,15.44257,14.72143,14.34429,15.3833,14.72142,14.33906,15.49877,14.79443,14.41128,7.860545,7.420219,7.577733
1237660670350190000,144.3749,144.3749011,9.55217,9.552176904,0.001406609,17.11774,16.57366,16.31694,17.07385,16.57367,16.31023,17.18346,16.65318,16.44284,13.55465,13.3224,12.91212
1237660670350910000,146.0808,146.0809385,9.98462,9.984775009,0.013194583,16.3241,15.353,14.8896,16.21507,15.30768,14.85408,16.20064,15.30952,14.88216,7.478431,7.10644,6.810561
1237660670351310000,147.0033,147.0032994,9.97096,9.970957077,0.000258103,16.2985,15.74701,15.48886,16.48537,15.92971,15.74129,16.65811,16.06807,15.85673,8.092146,8.090364,7.651021
1237660670352420000,149.4862,149.4862447,10.43245,10.43244177,0.000883086,14.7887,14.0093,13.63663,14.79989,14.05232,13.6782,14.85178,14.08719,13.71087,11.41675,11.03526,11.20773
1237660670353270000,151.5159,151.5159387,10.63763,10.6376205,0.000717357,16.77223,16.29172,16.06912,16.70336,16.27411,16.03887,16.74355,16.31999,16.06568,11.09346,10.58626,10.37304
1237660670355110000,155.7693,155.7694599,11.12203,11.12189719,0.010938047,18.07232,17.69346,17.50934,18.00986,17.69346,17.50794,18.11674,17.73587,17.60878,8.86665,8.798444,8.047928
1237660670886600000,143.3599,143.3598591,10.01143,10.0114232,0.000466734,16.73626,16.18207,15.91671,16.99427,16.36741,16.10368,17.09745,16.50233,16.23951,7.327641,7.654943,7.6319
1237660670886670000,143.5005,143.5005502,10.02953,10.02953362,0.000985238,14.67334,13.97372,13.61079,14.65956,13.97356,13.62285,14.66046,13.96826,13.64447,21.3017,21.25065,21.62167
1237660670886740000,143.611,143.6110265,9.91644,9.916429883,0.000642064,15.08723,14.37757,14.00453,15.20765,14.52416,14.18515,15.40326,14.70268,14.35692,21.45337,21.04586,20.32738
1237660670886800000,143.7085,143.7085018,10.06704,10.06704048,0.000339464,18.41009,17.85025,17.5827,18.3147,17.68599,17.46867,18.36626,17.73625,17.5018,6.617455,6.337639,6.44525
1237660670888180000,146.8808,146.8808194,10.49211,10.49210357,0.00068693,17.95325,17.61563,17.47606,17.8929,17.54207,17.55578,17.96324,17.66532,17.82253,13.41635,14.18389,11.18344
1237660670890210000,151.5451,151.5451245,11.10058,11.10046241,0.007656992,15.9875,15.66627,15.54243,16.01515,15.66627,15.52902,15.99229,15.66145,15.50819,9.979568,10.15189,10.36783
1237660670891850000,155.4774,155.4774024,11.46552,11.46552028,4.51E-05,16.5712,16.10113,15.89092,16.73909,16.12644,15.879,16.81504,16.2743,16.04659,5.438126,6.297709,6.348365
